Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P44968	LEUC_HAEIN	reviewed	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)	leuC HI_0988	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	469
P45062	MRAY_HAEIN	reviewed	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) (UDP-MurNAc-pentapeptide phosphotransferase)	mraY HI_1135	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	360
P44497	NADK_HAEIN	reviewed	NAD kinase (EC 2.7.1.23) (ATP-dependent NAD kinase)	nadK HI_0072	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	285
P44845	NARP_HAEIN	reviewed	Nitrate/nitrite response regulator protein homolog	narP HI_0726	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	208
P44732	ORDL_HAEIN	reviewed	Probable oxidoreductase OrdL (EC 1.-.-.-)	ordL HI_0499	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	431
P43702	PARC_HAEIN	reviewed	DNA topoisomerase 4 subunit A (EC 5.6.2.2) (Topoisomerase IV subunit A)	parC HI_1529	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	747
P43919	GLND_HAEIN	reviewed	Bifunctional uridylyltransferase/uridylyl-removing enzyme (UTase/UR) (Bifunctional [protein-PII] modification enzyme) (Bifunctional nitrogen sensor protein) [Includes: [Protein-PII] uridylyltransferase (PII uridylyltransferase) (UTase) (EC 2.7.7.59); [Protein-PII]-UMP uridylyl-removing enzyme (UR) (EC 3.1.4.-)]	glnD HI_1719	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	863
P44007	LUXS_HAEIN	reviewed	S-ribosylhomocysteine lyase (EC 4.4.1.21) (AI-2 synthesis protein) (Autoinducer-2 production protein LuxS)	luxS HI_0491	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	167
P45080	NRDG_HAEIN	reviewed	Anaerobic ribonucleoside-triphosphate reductase-activating protein (EC 1.97.1.-) (Class III anaerobic ribonucleotide reductase small component)	nrdG HI_1155	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	155
P44739	MENA_HAEIN	reviewed	1,4-dihydroxy-2-naphthoate octaprenyltransferase (DHNA-octaprenyltransferase) (EC 2.5.1.74)	menA HI_0509	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	308
P43923	PCKA_HAEIN	reviewed	Phosphoenolpyruvate carboxykinase (ATP) (PCK) (PEP carboxykinase) (PEPCK) (EC 4.1.1.49)	pckA HI_0809	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	538
P45113	MTNN_HAEIN	reviewed	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase (MTA/SAH nucleosidase) (MTAN) (EC 3.2.2.9) (5'-deoxyadenosine nucleosidase) (DOA nucleosidase) (dAdo nucleosidase) (5'-methylthioadenosine nucleosidase) (MTA nucleosidase) (S-adenosylhomocysteine nucleosidase) (AdoHcy nucleosidase) (SAH nucleosidase) (SRH nucleosidase)	mtnN HI_1216	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	229
P44906	RLMB_HAEIN	reviewed	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB (EC 2.1.1.185) (23S rRNA (guanosine2251 2'-O)-methyltransferase) (23S rRNA Gm2251 2'-O-methyltransferase)	rlmB HI_0860	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	246
Q57092	RLPA_HAEIN	reviewed	Endolytic peptidoglycan transglycosylase RlpA (EC 4.2.2.-)	rlpA HI_0030	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	287
P44433	RLUC_HAEIN	reviewed	Ribosomal large subunit pseudouridine synthase C (EC 5.4.99.24) (23S rRNA pseudouridine(955/2504/2580) synthase) (rRNA pseudouridylate synthase C) (rRNA-uridine isomerase C)	rluC HI_0412	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	322
P44365	RL29_HAEIN	reviewed	50S ribosomal protein L29	rpmC rpl29 HI_0785	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	63
P44307	RRF_HAEIN	reviewed	Ribosome-recycling factor (RRF) (Ribosome-releasing factor)	frr HI_0808	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	185
P44988	SGBH_HAEIN	reviewed	Probable 3-keto-L-gulonate-6-phosphate decarboxylase (KGPDC) (EC 4.1.1.85) (3-dehydro-L-gulonate-6-phosphate decarboxylase)	sgbH HI_1024	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	225
P43768	TOLQ_HAEIN	reviewed	Tol-Pal system protein TolQ	tolQ HI_0385	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	228
P43769	TOLR_HAEIN	reviewed	Tol-Pal system protein TolR	tolR HI_0384	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	139
P44798	TORZ_HAEIN	reviewed	Trimethylamine-N-oxide reductase (TMAO reductase) (Trimethylamine oxidase) (EC 1.7.2.3)	torZ bisC HI_0643	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	825
P43012	TOP1_HAEIN	reviewed	DNA topoisomerase 1 (EC 5.6.2.1) (DNA topoisomerase I) (Omega-protein) (Relaxing enzyme) (Swivelase) (Untwisting enzyme)	topA HI_1365	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	868
P44409	SSB_HAEIN	reviewed	Single-stranded DNA-binding protein (SSB)	ssb HI_0250	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	168
P45207	SSPA_HAEIN	reviewed	Stringent starvation protein A homolog	sspA HI_1441	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	212
P44931	TADA_HAEIN	reviewed	tRNA-specific adenosine deaminase (EC 3.5.4.33)	tadA HI_0906	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	173
Q57242	UUP_HAEIN	reviewed	ATP-binding protein Uup (EC 3.6.1.-)	uup uup-A HI_1300	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	647
P43961	HPE_HAEIN	reviewed	Surface-adhesin protein E	pe HI_0178	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	160
P44976	ISPH_HAEIN	reviewed	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (HMBPP reductase) (EC 1.17.7.4)	ispH lytB HI_1007	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	314
P45271	ISPE_HAEIN	reviewed	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (CMK) (EC 2.7.1.148) (4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase)	ispE HI_1608	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	313
O05029	ISPD_HAEIN	reviewed	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (MEP cytidylyltransferase) (MCT)	ispD HI_0672	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	225
P44884	MGLA_HAEIN	reviewed	Galactose/methyl galactoside import ATP-binding protein MglA (EC 7.5.2.11)	mglA HI_0823	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	506
P45323	MODA_HAEIN	reviewed	Molybdate-binding protein ModA (Molybdate/tungstate-binding protein ModA)	modA HI_1693	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	254
P44645	MOG_HAEIN	reviewed	Molybdopterin adenylyltransferase (MPT adenylyltransferase) (EC 2.7.7.75)	mog mogA HI_0336	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	197
P71370	OPPA_HAEIN	reviewed	Periplasmic oligopeptide-binding protein	oppA HI_1124	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	541
P45119	ODP1_HAEIN	reviewed	Pyruvate dehydrogenase E1 component (PDH E1 component) (EC 1.2.4.1)	aceE HI_1233	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	886
P43726	PGK_HAEIN	reviewed	Phosphoglycerate kinase (EC 2.7.2.3)	pgk HI_0525	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	386
P44804	REP_HAEIN	reviewed	ATP-dependent DNA helicase Rep (EC 3.6.4.12)	rep HI_0649	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	670
P43918	RF2_HAEIN	reviewed	Peptide chain release factor 2 (RF-2)	prfB HI_1212	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	365
P44647	PRIA_HAEIN	reviewed	Primosomal protein N' (EC 3.6.4.-) (ATP-dependent helicase PriA)	priA HI_0339	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	730
P45174	PUTP_HAEIN	reviewed	Sodium/proline symporter (Proline permease)	putP HI_1352	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	504
P44595	QUEA_HAEIN	reviewed	S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 2.4.99.17) (Queuosine biosynthesis protein QueA)	queA HI_0245	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	363
P44781	RAPA_HAEIN	reviewed	RNA polymerase-associated protein RapA (EC 3.6.4.-) (ATP-dependent helicase HepA)	rapA hepA HI_0616	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	923
P44827	RLUE_HAEIN	reviewed	Ribosomal large subunit pseudouridine synthase E (EC 5.4.99.20) (rRNA pseudouridylate synthase E) (rRNA-uridine isomerase E)	rluE HI_0694	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	240
P43928	RF3_HAEIN	reviewed	Peptide chain release factor 3 (RF-3)	prfC HI_1735	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	527
P44343	RL2_HAEIN	reviewed	50S ribosomal protein L2	rplB rpl2 HI_0780	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	273
P44363	RL27_HAEIN	reviewed	50S ribosomal protein L27	rpmA rpl27 HI_0879	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	85
P45162	RLME_HAEIN	reviewed	Ribosomal RNA large subunit methyltransferase E (EC 2.1.1.166) (23S rRNA Um2552 methyltransferase) (rRNA (uridine-2'-O-)-methyltransferase)	rlmE ftsJ rrmJ HI_1334	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	209
P44083	RLMC_HAEIN	reviewed	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC (EC 2.1.1.189) (23S rRNA(m5U747)-methyltransferase)	rlmC rumB HI_0958	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	392
P44639	RNT_HAEIN	reviewed	Ribonuclease T (EC 3.1.13.-) (Exoribonuclease T) (RNase T)	rnt HI_0324	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	229
P44389	RS15_HAEIN	reviewed	30S ribosomal protein S15	rpsO1 rps15-A rpsO-A HI_1328; rpsO2 rps15-B rpsO-B HI_1468	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	89
P45206	SSPB_HAEIN	reviewed	Stringent starvation protein B homolog (Adapter protein SspB) (Specificity-enhancing factor SspB)	sspB HI_1440	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	150
P45045	XYLH_HAEIN	reviewed	Xylose transport system permease protein XylH	xylH HI_1109	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	375
P44359	RL21_HAEIN	reviewed	50S ribosomal protein L21	rplU rpl21 HI_0880	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	103
P45281	RL25_HAEIN	reviewed	50S ribosomal protein L25	rplY rpl25 HI_1630	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	95
P44357	RL19_HAEIN	reviewed	50S ribosomal protein L19	rplS rpl19 HI_0201	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	116
P66244	RL34_HAEIN	reviewed	50S ribosomal protein L34	rpmH rpl34 HI_0998	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	44
P44373	RS4_HAEIN	reviewed	30S ribosomal protein S4	rpsD rps4 HI_0801	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	206
P43818	SYE_HAEIN	reviewed	Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS)	gltX HI_0274	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	480
P45339	RSGA_HAEIN	reviewed	Small ribosomal subunit biogenesis GTPase RsgA (EC 3.6.1.-)	rsgA engC HI_1714	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	346
P45298	RSMI_HAEIN	reviewed	Ribosomal RNA small subunit methyltransferase I (EC 2.1.1.198) (16S rRNA 2'-O-ribose C1402 methyltransferase) (rRNA (cytidine-2'-O-)-methyltransferase RsmI)	rsmI HI_1654	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	283
P44997	SERB_HAEIN	reviewed	Phosphoserine phosphatase (PSP) (PSPase) (EC 3.1.3.3) (O-phosphoserine phosphohydrolase)	serB HI_1033	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	314
P44590	SECF_HAEIN	reviewed	Protein translocase subunit SecF	secF HI_0239	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	325
P43915	NUSA_HAEIN	reviewed	Transcription termination/antitermination protein NusA	nusA HI_1283	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	495
P44439	PCNB_HAEIN	reviewed	Poly(A) polymerase I (PAP I) (EC 2.7.7.19)	pcnB HI_0063	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	452
P43703	PARE_HAEIN	reviewed	DNA topoisomerase 4 subunit B (EC 5.6.2.2) (Topoisomerase IV subunit B)	parE HI_1528	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	632
P44717	PAEA_HAEIN	reviewed	Polyamine export protein	paeA HI_0452	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	432
P45345	PBPB_HAEIN	reviewed	Penicillin-binding protein 1B (PBP-1b) (PBP1b) (Murein polymerase) [Includes: Penicillin-insensitive transglycosylase (EC 2.4.1.129) (Peptidoglycan TGase) (Peptidoglycan glycosyltransferase); Penicillin-sensitive transpeptidase (EC 3.4.16.4) (DD-transpeptidase)]	mrcB ponB HI_1725	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	781
P45141	RBFA_HAEIN	reviewed	Ribosome-binding factor A	rbfA HI_1288	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	128
P44766	PEPE_HAEIN	reviewed	Peptidase E (EC 3.4.13.21) (Alpha-aspartyl dipeptidase) (Asp-specific dipeptidase) (Dipeptidase E)	pepE HI_0587	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	218
P44440	RNB_HAEIN	reviewed	Exoribonuclease 2 (EC 3.1.13.1) (Exoribonuclease II) (RNase II) (Ribonuclease II)	rnb HI_1733	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	659
P44733	RMUC_HAEIN	reviewed	DNA recombination protein RmuC homolog	rmuC HI_0500	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	450
P44441	RNC_HAEIN	reviewed	Ribonuclease 3 (EC 3.1.26.3) (Ribonuclease III) (RNase III)	rnc HI_0014	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	227
P43808	RNH2_HAEIN	reviewed	Ribonuclease HII (RNase HII) (EC 3.1.26.4)	rnhB HI_1059	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	197
P45138	RIMP_HAEIN	reviewed	Ribosome maturation factor RimP	rimP HI_1282	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	151
P43835	SYW_HAEIN	reviewed	Tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS)	trpS HI_0637	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	334
P43832	SYR_HAEIN	reviewed	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	argS HI_1583	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	577
P10325	PCP_HAEIN	reviewed	Outer membrane lipoprotein pcp (15 kDa lipoprotein) (PAL cross-reacting lipoprotein)	pcp lpp HI_1579	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	155
P44908	QPTR_HAEIN	reviewed	Probable queuosine precursor transporter (Q precursor transporter)	HI_0862	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	235
P44445	RLUD_HAEIN	reviewed	Ribosomal large subunit pseudouridine synthase D (EC 5.4.99.23) (23S rRNA pseudouridine(1911/1915/1917) synthase) (rRNA pseudouridylate synthase D) (rRNA-uridine isomerase D)	rluD sfhB HI_0176	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	324
P44571	RIBA_HAEIN	reviewed	GTP cyclohydrolase-2 (EC 3.5.4.25) (GTP cyclohydrolase II)	ribA HI_0212	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	216
P45042	RFAF_HAEIN	reviewed	ADP-heptose--LPS heptosyltransferase 2 (EC 2.-.-.-) (ADP-heptose--LPS heptosyltransferase II)	rfaF HI_1105	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	346
P44831	RRAB_HAEIN	reviewed	Regulator of ribonuclease activity B	rraB HI_0700	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	153
Q48082	RS1_HAEIN	reviewed	30S ribosomal protein S1	rpsA HI_1220	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	549
P44336	SERC_HAEIN	reviewed	Phosphoserine aminotransferase (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase) (PSAT)	serC HI_1167	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	362
P44025	SDHE_HAEIN	reviewed	FAD assembly factor SdhE	sdhE HI_0627	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	85
P44223	VG27_HAEIN	reviewed	Mu-like prophage FluMu protein gp27	HI_1499	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	189
P44226	VPF_HAEIN	reviewed	Mu-like prophage FluMu F protein	HI_1502	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	414
O05072	VPG1_HAEIN	reviewed	Mu-like prophage FluMu G protein 1	HI_1503	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	146
P45255	VPG2_HAEIN	reviewed	Mu-like prophage FluMu G protein 2	HI_1568	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	138
Q57233	THIM_HAEIN	reviewed	Hydroxyethylthiazole kinase (EC 2.7.1.50) (4-methyl-5-beta-hydroxyethylthiazole kinase) (TH kinase) (Thz kinase)	thiM HI_0415	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	265
P44700	TRHP_HAEIN	reviewed	tRNA hydroxylation protein P (EC 3.4.-.-)	trhP HI_0419	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	460
P44841	TUSA_HAEIN	reviewed	Sulfur carrier protein TusA	tusA HI_0721	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	79
P45158	RECD_HAEIN	reviewed	RecBCD enzyme subunit RecD (EC 3.1.11.5) (Exonuclease V subunit RecD) (ExoV subunit RecD) (Helicase/nuclease RecBCD subunit RecD)	recD HI_1322	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	640
P44922	RHLB_HAEIN	reviewed	ATP-dependent RNA helicase RhlB (EC 3.6.4.13)	rhlB HI_0892	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	415
P44367	RL31_HAEIN	reviewed	50S ribosomal protein L31	rpmE rpl31 HI_0758	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	70
P45315	SOHB_HAEIN	reviewed	Probable protease SohB (EC 3.4.21.-)	sohB HI_1682	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	353
P44376	RS7_HAEIN	reviewed	30S ribosomal protein S7	rpsG rps7 HI_0580	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	156
P45246	SSTT_HAEIN	reviewed	Serine/threonine transporter SstT (Na(+)/serine-threonine symporter)	sstT HI_1545	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	414
P43816	SYC_HAEIN	reviewed	Cysteine--tRNA ligase (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)	cysS HI_0078	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	459
P45055	TAL_HAEIN	reviewed	Transaldolase (EC 2.2.1.2)	tal talB HI_1125	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	317
P57046	TATA_HAEIN	reviewed	Sec-independent protein translocase protein TatA	tatA HI_0187	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	89
P44038	TAMA_HAEIN	reviewed	Translocation and assembly module subunit TamA (Autotransporter assembly factor TamA)	tama HI_0698	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	578
P71350	THIE_HAEIN	reviewed	Thiamine-phosphate synthase (TP synthase) (TPS) (EC 2.5.1.3) (Thiamine-phosphate pyrophosphorylase) (TMP pyrophosphorylase) (TMP-PPase)	thiE HI_0417	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	226
P44984	THIB_HAEIN	reviewed	Thiamine-binding periplasmic protein	thiB tbpA HI_1019	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	332
P43840	OMP5_HAEIN	reviewed	Outer membrane protein P5 (OMP P5) (Outer membrane porin A) (Outer membrane protein OmpA) (Outer membrane protein d)	ompA ompP5 HI_1164	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	353
P44848	PLSC_HAEIN	reviewed	1-acyl-sn-glycerol-3-phosphate acyltransferase (1-AGP acyltransferase) (1-AGPAT) (EC 2.3.1.51) (Lysophosphatidic acid acyltransferase) (LPAAT)	plsC HI_0734	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	240
P44345	RL4_HAEIN	reviewed	50S ribosomal protein L4	rplD rpl4 HI_0778	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	200
Q57097	TCDA_HAEIN	reviewed	tRNA threonylcarbamoyladenosine dehydratase (EC 6.1.-.-) (t(6)A37 dehydratase)	tcdA HI_0118	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	261
P45134	TEHB_HAEIN	reviewed	Probable S-adenosyl-L-methionine-dependent methyltransferase TehB (EC 2.1.1.-) (Tellurite resistance protein TehB homolog)	tehB HI_1275	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	286
P43804	SECY_HAEIN	reviewed	Protein translocase subunit SecY	secY HI_0798	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	441
P44985	THIP_HAEIN	reviewed	Thiamine transport system permease protein ThiP	thiP HI_1020	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	538
P44523	TDHA_HAEIN	reviewed	TonB-dependent heme receptor A	tdhA HI_0113	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	744
P44986	THIQ_HAEIN	reviewed	Thiamine import ATP-binding protein ThiQ (EC 7.6.2.15)	thiQ HI_1021	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	215
P43787	THIX_HAEIN	reviewed	Thioredoxin-like protein HI_1115	HI_1115	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	167
P44990	SGBU_HAEIN	reviewed	Putative L-ribulose-5-phosphate 3-epimerase SgbU (EC 5.1.3.22) (L-xylulose-5-phosphate 3-epimerase)	sgbU HI_1026	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	286
P45681	SURE_HAEIN	reviewed	5'-nucleotidase SurE (EC 3.1.3.5) (Nucleoside 5'-monophosphate phosphohydrolase)	surE HI_0702	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	249
Q57523	TAMB_HAEIN	reviewed	Translocation and assembly module subunit TamB (Autotransporter assembly factor TamB)	tamB HI_0696	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	1298
P44868	TRML_HAEIN	reviewed	tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207) (tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmL)	trmL HI_0766	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	160
