FORMATTED_ID,FORMATTED_BATCH_ID,BARCODE,WELL_REF,CAS_NO,CID,SMILES,STRUCTURE_NAME,SUPPLIER,SUPPLIER_REF
CBP-0017763,CBP-0017763-01,A052,C08,67731-52-6,5419,C1CC(C2=NCCN2)c2ccccc2C1,tetrahydrozoline,Lopac_Sigma,41714_LOPAC_Sigma_T 4264
CBP-0017771,CBP-0017771-01,A052,C09, ,10321498,CCN(CC)C(=O)c1ccc(cc1)[C@@H](N1C[C@H](C)N(CC=C)C[C@H]1C)c1cccc(c1)OC,SNC80,Lopac_Sigma,41730_LOPAC_Sigma_S 2812
CBP-0017786,CBP-0017786-01,A052,C10,141269-44-5,5401,COc1cc2nc(nc(c2cc1OC)N)N1CCN(CC1)C(=O)C1CCCO1,terazosin,Lopac_Sigma,41746_LOPAC_Sigma_T 4680
CBP-0017795,CBP-0017795-01,A052,C11,105955-11-1,5282106,CCCCCCCC/C=C\CCCCCCCC(=O)NCCc1ccc(c(c1)O)O,N-Oleoyldopamine,Lopac_Sigma,41762_LOPAC_Sigma_O 2139
CBP-0017809,CBP-0017809-01,A052,C12,76721-89-6,3132,OC(=O)CNC(=O)C(CS)Cc1ccccc1,THIORPHAN,Lopac_Sigma,41778_LOPAC_Sigma_T 6031
CBP-0017817,CBP-0017817-01,A052,C13,201038-74-6,6604889,CC1CCN(CC1)CC[C@H]1CCCN1S(=O)(=O)c1cccc(c1)O,SB-269970,Lopac_Sigma,41794_LOPAC_Sigma_S 7389
CBP-0017825,CBP-0017825-01,A052,C14, ,5328804,NC(=C(C#N)C#N)/C(=C/c1ccc(cc1)O)C#N,Tyrphostin AG 112,Lopac_Sigma,41810_LOPAC_Sigma_T 6943
CBP-0017833,CBP-0017833-01,A052,C15,92203-21-9,107681,CCCCCCCCCCCCCCCCCCNC(=O)OCC(COP(=O)([O-])OCC[n+]1ccsc1)OC,CV-3988,Lopac_Sigma,41826_LOPAC_Sigma_C 7238
CBP-0017838,CBP-0017838-01,A052,C16,94-24-6,5411,CCCCNc1ccc(cc1)C(=O)OCCN(C)C,tetracaine,Lopac_Sigma,41842_LOPAC_Sigma_T 7508
CBP-0017846,CBP-0017846-01,A052,C17, ,11957701,CCc1ccccc1OC[C@@H](O)CN[C@H]1CCc2ccccc2C1,Lopac0_001131,Lopac_Sigma,41858_LOPAC_Sigma_S 8688
CBP-0017854,CBP-0017854-01,A052,C18, ,5368,COC(=O)C1=C(c2cc(c(c(c2)OC)OC)OC)c2ccnc(c2C(=O)N1Cc1ccnc(c1)C)OCc1ncccn1,t-0156,Lopac_Sigma,41874_LOPAC_Sigma_T 8067
CBP-0017862,CBP-0017862-01,A052,C19,1814-64-8,121930,Nc1ccc(cc1)CCN1CCN(CC1)c1cccc(c1)C(F)(F)F,PAPP,Lopac_Sigma,41890_LOPAC_Sigma_S-009
CBP-0017870,CBP-0017870-01,A052,C20,50679-08-8,5405,CC(C)(C)c1ccc(cc1)C(O)CCCN1CCC(CC1)C(O)(c1ccccc1)c1ccccc1,terfenadine,Lopac_Sigma,41906_LOPAC_Sigma_T 9652
CBP-0017878,CBP-0017878-01,A052,C21,56030-50-3,91277,COc1cc2c(cc1OC)[C@H](CN(C)CC2)c1ccccc1,TREPIPAM,Lopac_Sigma,41922_LOPAC_Sigma_S-159
CBP-0017886,CBP-0017886-01,A052,C22,106243-16-7,3035905,S=C(NC1CCCCC1)N1CCC(CC1)c1c[nH]cn1,Thioperamide,Lopac_Sigma,41938_LOPAC_Sigma_T-123
CBP-0017678,CBP-0017678-01,A052,D01,111667-91-5,104934,C[C@]12CC=C3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CN1CCN(CC1)c1cc(nc(n1)N1CCCC1)N1CCCC1,"(8S,10S,13S,14S,17S)-17-[2-[4-(2,6-dipyrrolidin-1-ylpyrimidin-4-yl)piperazin-1-yl]acetyl]-10,13-dimethyl-6,7,8,12,14,15,16,17-octahydrocyclopenta[a]phenanthren-3-one",Lopac_Sigma,41603_LOPAC_Sigma_U 5882
CBP-0017702,CBP-0017702-01,A052,D03,59803-98-4,2435,Brc1c(ccc2nccnc12)NC1=NCCN1,brimonidine,Lopac_Sigma,41635_LOPAC_Sigma_U-104
CBP-0017725,CBP-0017725-01,A052,D05, ,9951825,N/C(=C(C#N)/C(=C(/N)Sc1ccccc1N)C#N)Sc1ccccc1N,CHEMBL95758,Lopac_Sigma,41667_LOPAC_Sigma_U-120
CBP-0017749,CBP-0017749-01,A052,D07,60806-29-3,2998,CCCCCCCCC(=O)NCc1ccc(c(c1)OC)O,NONIVAMIDE,Lopac_Sigma,41699_LOPAC_Sigma_V 9130
CBP-0017772,CBP-0017772-01,A052,D09,96108-98-4,440053,N[C@@H](CN1C=CC(=O)NC1=O)C(=O)O,(S)-WILLARDIINE,Lopac_Sigma,41731_LOPAC_Sigma_W-105
CBP-0017796,CBP-0017796-01,A052,D11,33978-72-2,5714,COc1ccc(cc1OC)CCN(C)CCc1ccc(c(c1)OC)OC,YS-035,Lopac_Sigma,41763_LOPAC_Sigma_Y-101
CBP-0017679,CBP-0017679-01,A052,E01,437710-49-1,37542,NC(=O)c1ncn(n1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,ribavirin,Lopac_Sigma,41604_LOPAC_Sigma_R 9644
CBP-0017693,CBP-0017693-01,A052,E02,5591-45-7,941651,CN1CCN(CC/C=C\2/c3ccccc3Sc3ccc(cc32)S(=O)(=O)N(C)C)CC1,thiothixene,Lopac_Sigma,41620_LOPAC_Sigma_T 0780
CBP-0017703,CBP-0017703-01,A052,E03,1744-22-5,5070,Nc1nc2ccc(cc2s1)OC(F)(F)F,riluzole,Lopac_Sigma,41636_LOPAC_Sigma_R-116
CBP-0017716,CBP-0017716-01,A052,E04,25747-40-4,5310987,NC/C=C/C(=O)O,TACA,Lopac_Sigma,41652_LOPAC_Sigma_T 1694
CBP-0017726,CBP-0017726-01,A052,E05, ,692416,COc1ccc(cc1)NC(=O)/C=C/c1ccc(cc1)Cl,ST50182958,Lopac_Sigma,41668_LOPAC_Sigma_S 0441
CBP-0017740,CBP-0017740-01,A052,E06,146-54-3,5568,CN(C)CCCN1c2ccccc2Sc2ccc(cc21)C(F)(F)F,triflupromazine,Lopac_Sigma,41684_LOPAC_Sigma_T 2896
CBP-0017750,CBP-0017750-01,A052,E07,77145-51-8,131747,NC1CCN(CC1)c1cccc(n1)Cl,SR57227A,Lopac_Sigma,41700_LOPAC_Sigma_S 1688
CBP-0017764,CBP-0017764-01,A052,E08,133550-35-3,5328771,Oc1ccc(cc1O)/C=C(\C#N)C(=O)Nc1ccccc1,Tyrphostin B48,Lopac_Sigma,41716_LOPAC_Sigma_T 4318
CBP-0017773,CBP-0017773-01,A052,E09,80751-85-5,133538,CN1CCc2c(c(c(cc2C(C1)c1cccc(c1)C)O)O)Cl,Skf-83959,Lopac_Sigma,41732_LOPAC_Sigma_S 2816
CBP-0017787,CBP-0017787-01,A052,E10,140674-77-7,5329255,Oc1ccc(cc1O)/C=C(\C#N)C(=O)NCCCNC(=O)/C(=C/c1ccc(c(c1)O)O)C#N,Tyrphostin AG 537,Lopac_Sigma,41748_LOPAC_Sigma_T 4693
CBP-0017797,CBP-0017797-01,A052,E11, ,11957686,CC(=O)SC1CC2=CC(=O)CC[C@]2(C)C2CC[C@@]3(C)C(CC[C@]43CCC(=O)O4)C12,Lopac0_001068,Lopac_Sigma,41764_LOPAC_Sigma_S 3378
CBP-0017810,CBP-0017810-01,A052,E12,41570-61-0,5606,CC(C)(C)NCC(O)c1ccccc1Cl,tulobuterol,Lopac_Sigma,41780_LOPAC_Sigma_T 6050
CBP-0017818,CBP-0017818-01,A052,E13,749-02-0,5265,Fc1ccc(cc1)C(=O)CCCN1CCC2(CC1)N(CNC2=O)c1ccccc1,spiperone,Lopac_Sigma,41796_LOPAC_Sigma_S 7395
CBP-0017826,CBP-0017826-01,A052,E14,2826-26-8,2063,COc1ccc(cc1)C=C(C#N)C#N,Tyrphostin A1,Lopac_Sigma,41812_LOPAC_Sigma_T 7040
CBP-0017834,CBP-0017834-01,A052,E15,49627-22-7,1548887,CC/1=C(CC(=O)O)c2cc(ccc2\C1=C/c1ccc(cc1)S(=O)C)F,sulindac,Lopac_Sigma,41828_LOPAC_Sigma_S 8139
CBP-0017839,CBP-0017839-01,A052,E16, , ,NC(=S)/C(=C\c1ccc(c(c1)O)O)C#N, ,Lopac_Sigma,41844_LOPAC_Sigma_T 7540
CBP-0017847,CBP-0017847-01,A052,E17, ,5244802,Clc1ccc(cc1Cl)CC(=O)N1CCCCC1CN1CCCC1,CHEMBL128444,Lopac_Sigma,41860_LOPAC_Sigma_B 5559
CBP-0017855,CBP-0017855-01,A052,E18, ,1683,CN1C2CCC1CC(C2)OC(=O)c1cc(cc(c1)Cl)Cl,MDL 72222,Lopac_Sigma,41876_LOPAC_Sigma_T 8160
CBP-0017863,CBP-0017863-01,A052,E19,1054-88-2,5268,O=C1NCN(c2ccccc2)C21CCN(CC2)CC1COc2ccccc2O1,Spiroxatrine,Lopac_Sigma,41892_LOPAC_Sigma_S-103
CBP-0017871,CBP-0017871-01,A052,E20,1508-75-4,5593,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,tropicamide,Lopac_Sigma,41908_LOPAC_Sigma_T 9778
CBP-0017879,CBP-0017879-01,A052,E21,104422-04-0,1241,Oc1cc2c(cc1O)C(CN(CC2)CC=C)c1ccccc1,Skf-77434,Lopac_Sigma,41924_LOPAC_Sigma_S-168
CBP-0017887,CBP-0017887-01,A052,E22,50-35-1,5426,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,Thalidomide,Lopac_Sigma,41940_LOPAC_Sigma_T-144
CBP-0017680,CBP-0017680-01,A052,F01,122003-11-6,5624,Cc1c(c2c(c(c1O)C)CCC(C)(CN1CCN(CC1)c1cc(nc(n1)N1CCCC1)N1CCCC1)O2)C,u-83836e,Lopac_Sigma,41605_LOPAC_Sigma_U 6007
CBP-0017704,CBP-0017704-01,A052,F03, ,6093340,CN([C@@H]1CC[C@]2(CCCO2)C[C@H]1N1CCCC1)C(=O)Cc1ccc(c(c1)Cl)Cl,CHEMBL166551,Lopac_Sigma,41637_LOPAC_Sigma_U-105
CBP-0017727,CBP-0017727-01,A052,F05, ,11957720,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c2cc3c(cc2OC)N(C)C2[C@](O)([C@H](OC(=O)C)[C@]4(CC)C=CCN5CC[C@@]23[C@@H]54)C(=O)OC)C1,Vinblastine sulfate salt,Lopac_Sigma,41669_LOPAC_Sigma_V 1377
CBP-0017751,CBP-0017751-01,A052,F07,23965-53-9,5662,OC1CCCCC1N1CCC(CC1)c1ccccc1,vesamicol,Lopac_Sigma,41701_LOPAC_Sigma_V-100
CBP-0017774,CBP-0017774-01,A052,F09,162760-96-5,5684,COc1ccccc1N1CCN(CC1)CCN(C(=O)C1CCCCC1)c1ccccn1,WAY-100635,Lopac_Sigma,41733_LOPAC_Sigma_W-108
CBP-0017798,CBP-0017798-01,A052,F11,154453-18-6,5712,OCc1ccc(o1)-c1nn(c2ccccc12)Cc1ccccc1,yc-1,Lopac_Sigma,41765_LOPAC_Sigma_Y-102
CBP-0017681,CBP-0017681-01,A052,G01,66357-35-5,3001055,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(o1)CN(C)C,ranitidine,Lopac_Sigma,41606_LOPAC_Sigma_R-101
CBP-0017694,CBP-0017694-01,A052,G02,100735-34-0,5505,CCCCNC(=O)NS(=O)(=O)c1ccc(cc1)C,tolbutamide,Lopac_Sigma,41622_LOPAC_Sigma_T 0891
CBP-0017705,CBP-0017705-01,A052,G03,106266-06-2,5073,CC1=C(CCN2CCC(CC2)c2noc3cc(ccc23)F)C(=O)N2CCCCC2=N1,risperidone,Lopac_Sigma,41638_LOPAC_Sigma_R-118
CBP-0017717,CBP-0017717-01,A052,G04, ,114924,CCCCCCCCCCCCCCSCC(=O)O,Tetradecylthioacetic acid,Lopac_Sigma,41654_LOPAC_Sigma_T 1698
CBP-0017728,CBP-0017728-01,A052,G05,373-51-3,5975,[C-]#N,cyanide,Lopac_Sigma,41670_LOPAC_Sigma_S 0501
CBP-0017741,CBP-0017741-01,A052,G06,3564-75-8,5584,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,trimipramine,Lopac_Sigma,41686_LOPAC_Sigma_T 3146
CBP-0017752,CBP-0017752-01,A052,G07, ,2723877,CN1C2CC(CC1C1OC12)OC(=O)[C@H](CO)c1ccccc1,scopolamine,Lopac_Sigma,41702_LOPAC_Sigma_S 1875
CBP-0017765,CBP-0017765-01,A052,G08,130021-38-4,439647,Cc1ccc(cc1)S(=O)(=O)N[C@@H](Cc1ccccc1)C(=O)CCl,TPCK,Lopac_Sigma,41718_LOPAC_Sigma_T 4376
CBP-0017775,CBP-0017775-01,A052,G09,115-04-8,1103,NCCCNCCCCNCCCN,spermine,Lopac_Sigma,41734_LOPAC_Sigma_S 2876
CBP-0017788,CBP-0017788-01,A052,G10,149092-34-2,5328770,Oc1ccc(cc1O)/C=C(\C#N)C(=O)NCCCc1ccccc1,TYRPHOSTIN AG 555,Lopac_Sigma,41750_LOPAC_Sigma_T 4818
CBP-0017799,CBP-0017799-01,A052,G11, , ,C/N=C/1\SN(C(=N1)c1ccccc1)c1ccccc1, ,Lopac_Sigma,41766_LOPAC_Sigma_S 4063
CBP-0017811,CBP-0017811-01,A052,G12,19794-93-5,5533,Clc1cccc(c1)N1CCN(CCCN2N=C3C=CC=CN3C2=O)CC1,trazodone,Lopac_Sigma,41782_LOPAC_Sigma_T 6154
CBP-0017819,CBP-0017819-01,A052,G13,105350-26-3,128355,OC(=O)c1ccccc1Nc1cccc(c1)OCc1ccc2ccccc2n1,SR 2640,Lopac_Sigma,41798_LOPAC_Sigma_S 7690
CBP-0017827,CBP-0017827-01,A052,G14,118409-57-7,2052,Oc1ccc(cc1O)C=C(C#N)C#N,Tyrphostin 23,Lopac_Sigma,41814_LOPAC_Sigma_T 7165
CBP-0017835,CBP-0017835-01,A052,G15,306-40-1,5314,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,succinylcholine,Lopac_Sigma,41830_LOPAC_Sigma_S 8251
CBP-0017840,CBP-0017840-01,A052,G16, ,6604029,N/C(=C(\C#N)c1cc(c(c(c1)O)O)O)C=C(C#N)C#N,NCGC00016051-01,Lopac_Sigma,41846_LOPAC_Sigma_T 7665
CBP-0017848,CBP-0017848-01,A052,G17,95403-36-4,92409,OC(=O)C1CCCN(CCC=C(c2ccccc2)c2ccccc2)C1,Skf 89976A,Lopac_Sigma,41862_LOPAC_Sigma_S 9066
CBP-0017856,CBP-0017856-01,A052,G18,117-89-5,5566,CN1CCN(CCCN2c3ccccc3Sc3ccc(cc32)C(F)(F)F)CC1,trifluoperazine,Lopac_Sigma,41878_LOPAC_Sigma_T 8516
CBP-0017864,CBP-0017864-01,A052,G19,207277-37-0,5275,COc1ccc(cc1)C1=NN(CCCC(=O)O)[C+](N)C=C1,SR-95531,Lopac_Sigma,41894_LOPAC_Sigma_S-106
CBP-0017872,CBP-0017872-01,A052,G20,64603-91-4,3448,Oc1noc2c1CCNC2,gaboxadol,Lopac_Sigma,41910_LOPAC_Sigma_T-101
CBP-0017880,CBP-0017880-01,A052,G21,137196-67-9,5191,CCN(CC)CCOC(=O)c1cc(c(cc1OC)N)Cl,2-(Diethylamino)ethyl 4-amino-5-chloro-2-methoxybenzoate,Lopac_Sigma,41926_LOPAC_Sigma_S-174
CBP-0017888,CBP-0017888-01,A052,G22,88293-83-8,11957722,CCN(CC)C(=O)N[C@@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(C)C1,R(+)-Terguride,Lopac_Sigma,41942_LOPAC_Sigma_T-165
CBP-0017682,CBP-0017682-01,A052,H01, ,11957723,COc1ccc2c(c1)CCC1C2CC[C@]2(C)[C@H](CCC12)NCCCCCCN1C(=O)C=CC1=O,U-73122,Lopac_Sigma,41607_LOPAC_Sigma_U 6756
CBP-0017706,CBP-0017706-01,A052,H03,127126-22-1,122187,CCCN(CCC)[C@H]1CCc2c(ccc(c2C1)O)F,5-Fhdpat,Lopac_Sigma,41639_LOPAC_Sigma_U-108
CBP-0017729,CBP-0017729-01,A052,H05,36622-29-4,2520,COc1ccc(cc1OC)CCN(C)CCCC(C#N)(C(C)C)c1ccc(c(c1)OC)OC,VERAPAMIL,Lopac_Sigma,41671_LOPAC_Sigma_V 4629
CBP-0017753,CBP-0017753-01,A052,H07,157542-89-7,11957724,C[C@@H](Oc1ccc(cc1)Oc1cnc2ccc(cc2n1)Cl)C(=O)O[Na],XK469,Lopac_Sigma,41703_LOPAC_Sigma_X 3628
CBP-0017776,CBP-0017776-01,A052,H09,140187-25-3,447196,N[C@@H](CN1C=C(I)C(=O)NC1=O)C(=O)O,IODO-WILLARDIINE,Lopac_Sigma,41735_LOPAC_Sigma_W-110
CBP-0017800,CBP-0017800-01,A052,H11,55122-20-8,5722,CCCOc1ccccc1C1=NC(=O)c2nn[nH]c2N1,zaprinast,Lopac_Sigma,41767_LOPAC_Sigma_Z 0878
CBP-0017683,CBP-0017683-01,A052,I01,87051-43-2,5074,CC1=C(CCN2CCC(=C(c3ccc(cc3)F)c3ccc(cc3)F)CC2)C(=O)N2C=CSC2=N1,ritanserin,Lopac_Sigma,41608_LOPAC_Sigma_R-103
CBP-0017695,CBP-0017695-01,A052,I02,155-01-1,3117,CCN(CC)C(=S)SSC(=S)N(CC)CC,disulfiram,Lopac_Sigma,41624_LOPAC_Sigma_T 1132
CBP-0017707,CBP-0017707-01,A052,I03,104953-11-9,3033769,CCN1CCC[C@H]1CNC(=O)c1c(c(cc(c1OC)Cl)Cl)O,RACLOPRIDE,Lopac_Sigma,41640_LOPAC_Sigma_R-121
CBP-0017718,CBP-0017718-01,A052,I04, , ,COc1cc2c(cc1OC)C1=C/C(=N\c3c(cc(cc3C)C)C)N(C)C(=O)N1CC2, ,Lopac_Sigma,41656_LOPAC_Sigma_T 2057
CBP-0017730,CBP-0017730-01,A052,I05,582-84-3,7172,CNCC(O)c1ccc(cc1)O,Synephrine,Lopac_Sigma,41672_LOPAC_Sigma_S 0752
CBP-0017742,CBP-0017742-01,A052,I06,134036-52-5,5328779,Oc1ccc(cc1O)/C=C(\C#N)C(=O)NCc1ccccc1,Tyrphostin B42,Lopac_Sigma,41688_LOPAC_Sigma_T 3434
CBP-0017754,CBP-0017754-01,A052,I07,188817-13-2,4306515,COc1ccc(cc1)-n1nc(cc1-c1ccc(cc1)Cl)C(F)(F)F,SC-560,Lopac_Sigma,41704_LOPAC_Sigma_S 2064
CBP-0017766,CBP-0017766-01,A052,I08, ,644063,CC(O)C(O)[C@H]1CNC2=C(N1)C(=O)NC(=N2)N,"(6R)-5,6,7,8-Tetrahydrobiopterin",Lopac_Sigma,41720_LOPAC_Sigma_T 4425
CBP-0017777,CBP-0017777-01,A052,I09, ,173871,CN1CCc2cc(c(cc2C(C1)c1ccccc1)O)O,SKF-75670,Lopac_Sigma,41736_LOPAC_Sigma_S 2941
CBP-0017789,CBP-0017789-01,A052,I10, ,5328773,Oc1ccc(cc1O)/C=C(\C#N)C(=O)NCCc1ccccc1,Tyrphostin AG 698,Lopac_Sigma,41752_LOPAC_Sigma_T 5193
CBP-0017801,CBP-0017801-01,A052,I11,312-84-5,71077,N[C@H](CO)C(=O)O,D-serine,Lopac_Sigma,41768_LOPAC_Sigma_S 4250
CBP-0017812,CBP-0017812-01,A052,I12, ,667645,COc1cc(cc(c1O)O)C=C(C#N)C#N,Tyrphostin AG 34,Lopac_Sigma,41784_LOPAC_Sigma_T 6318
CBP-0017820,CBP-0017820-01,A052,I13,23672-07-3,688272,CCN1CCC[C@H]1CNC(=O)c1cc(ccc1OC)S(=O)(=O)N,Levosulpiride,Lopac_Sigma,41800_LOPAC_Sigma_S 7771
CBP-0017828,CBP-0017828-01,A052,I14,163490-40-2,3311,CCSC(=N)Nc1ccc(cc1)C(F)(F)F,S-Ethyl N-(4-(trifluoromethyl)phenyl)isothiourea,Lopac_Sigma,41816_LOPAC_Sigma_T 7188
CBP-0017803,CBP-0017803-02,A052,I15, , , , ,Lopac_Sigma,41832_LOPAC_Sigma_S 8260
CBP-0017841,CBP-0017841-01,A052,I16,212500-02-2,5369,COC(=O)C1=C(c2cc(c(c(c2)OC)OC)OC)c2ccc(cc2C(=O)N1c1ccc(cc1)N)OCc1ccccn1,UNII-GNI5R14CFD,Lopac_Sigma,41848_LOPAC_Sigma_T 7692
CBP-0017849,CBP-0017849-01,A052,I17, , ,Cc1ccc(c(n1)/N=N/c1ccccc1)O, ,Lopac_Sigma,41864_LOPAC_Sigma_S 9186
CBP-0017857,CBP-0017857-01,A052,I18, ,2940,[S-]C(=S)OC1CC2CC1C1CCCC21,CHEMBL404954,Lopac_Sigma,41880_LOPAC_Sigma_T 8543
CBP-0017865,CBP-0017865-01,A052,I19,71636-61-8,1218,Oc1cc2c(c(c1O)Cl)CCNCC2c1ccccc1,Skf-81297,Lopac_Sigma,41896_LOPAC_Sigma_S-143
CBP-0017873,CBP-0017873-01,A052,I20,749-13-3,5567,OC1(CCN(CCCC(=O)c2ccc(cc2)F)CC1)c1cccc(c1)C(F)(F)F,Trifluperidol,Lopac_Sigma,41912_LOPAC_Sigma_T-103
CBP-0017881,CBP-0017881-01,A052,I21,158942-04-2,5163,Cn1ccc2cc3c(cc12)CCN3C(=O)Nc1cccnc1,SB 206553,Lopac_Sigma,41928_LOPAC_Sigma_S-180
CBP-0017889,CBP-0017889-01,A052,I22, ,3353976,NC(CCCNC(=S)N)C(=O)O,Thiocitrulline,Lopac_Sigma,41944_LOPAC_Sigma_T-173
CBP-0017684,CBP-0017684-01,A052,J01,104076-39-3,91769,C1CCN(CC1)Cc1cccc(c1)OCCCNc1nc2ccccc2s1,Zolantidine,Lopac_Sigma,41609_LOPAC_Sigma_S 5317
CBP-0017708,CBP-0017708-01,A052,J03,127126-18-5,11957727,CCCN(CCC)[C@@H]1CCc2c(ccc(c2C1)O)F,UNII-44B1597K8X,Lopac_Sigma,41641_LOPAC_Sigma_U-109
CBP-0017731,CBP-0017731-01,A052,J05,280570-45-8,4046493,COc1ccccc1NC(=O)Nc1nc(nc2ccccc12)-c1cccnc1,VUF 5574,Lopac_Sigma,41673_LOPAC_Sigma_V 5888
CBP-0017755,CBP-0017755-01,A052,J07, ,3003565,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C2CCC(=O)[C@@]2(C)C[C@H]1OC(=O)C)C3=O,Wortmannin from Penicillium funiculosum,Lopac_Sigma,41705_LOPAC_Sigma_W 1628
CBP-0017778,CBP-0017778-01,A052,J09,29335-81-7,5707,Cc1cccc(c1NC1=NCCCS1)C,xylazine,Lopac_Sigma,41737_LOPAC_Sigma_X 1251
CBP-0017802,CBP-0017802-01,A052,J11, ,24867864,[O-]S(=N)(=O)Cc1noc2ccccc12,Zonisamide sodium,Lopac_Sigma,41769_LOPAC_Sigma_Z 2001
CBP-0017685,CBP-0017685-01,A052,K01,131-03-3,643606,COC(=O)[C@@H]1[C@@H](O)CC[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@@H]21,Rauwolscine,Lopac_Sigma,41610_LOPAC_Sigma_R-104
CBP-0017696,CBP-0017696-01,A052,K02,99916-31-1,5382,Clc1cnc(c(c1)Cl)Oc1ccc(cc1)Oc1ncc(cc1Cl)Cl,tcpobop,Lopac_Sigma,41626_LOPAC_Sigma_T 1443
CBP-0017709,CBP-0017709-01,A052,K03,98631-95-9,5233,CC(C)COC(=O)OCN1C(=O)CN(CCN2CC(=O)N(COC(=O)OCC(C)C)C(=O)C2)CC1=O,sobuzoxane,Lopac_Sigma,41642_LOPAC_Sigma_S 4692
CBP-0017719,CBP-0017719-01,A052,K04, , ,CC(C)(C)c1cc(cc(c1O)C(C)(C)C)/C=C(\C#N)C(=S)N, ,Lopac_Sigma,41658_LOPAC_Sigma_T 2067
CBP-0017732,CBP-0017732-01,A052,K05,526-08-9,5335,Nc1ccc(cc1)S(=O)(=O)Nc1ccnn1-c1ccccc1,sulfaphenazole,Lopac_Sigma,41674_LOPAC_Sigma_S 0758
CBP-0017743,CBP-0017743-01,A052,K06,71441-28-6,5289501,C/C(=C\c1ccc(cc1)C(=O)O)c1ccc2c(c1)C(C)(C)CCC2(C)C,TTNPB,Lopac_Sigma,41690_LOPAC_Sigma_T 3757
CBP-0017756,CBP-0017756-01,A052,K07,51433-48-8,5196,NNC(=O)N,Semicarbazide,Lopac_Sigma,41706_LOPAC_Sigma_S 2201
CBP-0017767,CBP-0017767-01,A052,K08,133550-32-0,5328772,C[C@@H](NC(=O)/C(=C/c1ccc(c(c1)O)O)C#N)c1ccccc1,Tyrphostin B44,Lopac_Sigma,41722_LOPAC_Sigma_T 4443
CBP-0017779,CBP-0017779-01,A052,K09,19395-87-0,4336830,CC(=O)NNC(=O)N1Cc2ccccc2Oc2ccc(cc21)Cl,SC 19220,Lopac_Sigma,41738_LOPAC_Sigma_S 3065
CBP-0017790,CBP-0017790-01,A052,K10, ,5329275,Oc1ccc(cc1O)C(=O)/C(=C/c1c[nH]c2ccccc12)C#N,Tyrphostin AG 808,Lopac_Sigma,41754_LOPAC_Sigma_T 5318
CBP-0017803,CBP-0017803-01,A052,K11,35763-26-9,2083,CC(C)(C)NCC(O)c1ccc(c(c1)CO)O,Salbutamol,Lopac_Sigma,41770_LOPAC_Sigma_S 5013
CBP-0017813,CBP-0017813-01,A052,K12,83474-03-7,31307,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,triamcinolone,Lopac_Sigma,41786_LOPAC_Sigma_T 6376
CBP-0017821,CBP-0017821-01,A052,K13, ,4564402,COc1ccc(cc1)CCCOc1cc(ccc1OC)CCn1ccnc1,Skf 96365,Lopac_Sigma,41802_LOPAC_Sigma_S 7809
CBP-0017829,CBP-0017829-01,A052,K14,2364-87-6,73094,Cc1ccc(cc1)S(=O)(=O)N[C@@H](CCCCN)C(=O)CCl,TLCK,Lopac_Sigma,41818_LOPAC_Sigma_T 7254
CBP-0017842,CBP-0017842-01,A052,K16, ,5353685,COc1cc(cc(c1O)I)/C=C(\C#N)C(=O)c1ccc(c(c1)O)O,I-OMe-Tyrphostin AG 538,Lopac_Sigma,41850_LOPAC_Sigma_T 7697
CBP-0017850,CBP-0017850-01,A052,K17,7370-21-0,5311432,Cc1cccc(n1)/C=C/c1ccccc1,SIB 1893,Lopac_Sigma,41866_LOPAC_Sigma_S 9311
CBP-0017858,CBP-0017858-01,A052,K18,57129-06-3,5452,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,thioridazine,Lopac_Sigma,41882_LOPAC_Sigma_T 9025
CBP-0017866,CBP-0017866-01,A052,K19,68643-23-2,5227,CN(C)CCCCSC(=N)N,4-(Dimethylamino)butyl carbamimidothioate,Lopac_Sigma,41898_LOPAC_Sigma_S-145
CBP-0017874,CBP-0017874-01,A052,K20,156-45-6,5595,CN1C2CCC1CC(C2)OC(=O)c1c[nH]c2ccccc12,CHEMBL8197,Lopac_Sigma,41914_LOPAC_Sigma_T-104
CBP-0017882,CBP-0017882-01,A052,K21,180083-23-2,3378093,CN1CCC2(CC1)COc1cc3c(cc12)N(CC3)C(=O)c1ccc(cc1)-c1ccc(cc1C)-c1noc(n1)C,180083-23-2,Lopac_Sigma,41930_LOPAC_Sigma_S-201
